piece,beats,pitches
./abc/Polonäs_ur_Andreas_Dahlgrens_notbok_nr_62_0a2727.abc,"[[1, 3, 5, 9], [1, 2, 3, 4, 5], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 5], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[72, 75, 79, 72], [71, 72, 74, 70, 67], [75, 74, 72, 75, 74, 72], [75, 74, 72, 71, 72], [79, 72, 63, 72, 79, 72], [80, 72, 65, 72, 80], [77, 70, 62, 70, 77, 74], [79, 70, 62, 70, 79], [75, 74, 72, 79, 75, 74], [74, 72, 71, 72, 72], [75, 74, 72, 70, 68], [67, 65, 63, 62, 63, 65], [63, 67, 70, 74, 77, 70, 79, 70], [80, 79, 77, 79], [82, 75, 74, 75, 82, 75, 74, 75, 82, 75], [80, 70, 68, 70, 79, 70, 68, 70, 77, 70], [79, 75, 74, 75, 77, 70, 72, 74], [75, 63], [75, 74, 72, 71, 72], [74, 72, 71, 68, 67], [72, 67, 63, 67, 72, 75, 79, 75, 74, 72], [75, 74, 72, 71, 72], [79, 72, 71, 72, 63, 72, 70, 72, 79, 72, 70, 72], [80, 72, 70, 72, 65, 72, 70, 72, 80], [77, 70, 68, 70, 62, 70, 68, 70, 77, 70, 68, 70], [79, 70, 68, 70, 63, 70, 68, 70, 79], [77, 72, 71, 72, 79, 72, 70, 72, 63, 72, 70, 72], [75, 74, 72, 71, 70, 72]]"
./abc/Polonäs_i_D_ur_AP_Roos_notbok_128ae2.abc,"[[1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9]]","[[81, 81, 79, 78, 76, 78, 76, 74, 73], [74, 78, 69, 71, 69, 67, 71, 69], [66, 62, 64, 66, 67, 69, 71, 73, 74, 78], [78, 76, 74, 76, 74, 73, 71, 69], [76, 73, 69, 73, 73, 74], [62, 66, 69, 66, 64, 67, 71, 67, 69, 73, 76, 73], [74, 78, 81, 78, 76, 80, 83, 80, 80, 81], [62, 66, 69, 66, 64, 67, 71, 67, 69, 73, 76, 73], [74, 78, 81, 78, 76, 80, 83, 80, 80, 81], [83, 81, 79, 78, 79, 78, 76, 74, 76, 74, 73, 71], [69, 73, 76, 73, 73, 74, 74]]"
./abc/Lackströms_Polska_87dd0f.abc,"[[1, 4, 5, 7, 9, 11], [1, 4, 5, 5, 6, 7, 8, 9], [1, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 4, 5, 7, 9, 11], [1, 4, 5, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5], [1, 1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 4, 5, 8, 9, 12], [1, 2, 3, 4, 5], [1, 4, 5, 7, 9, 11], [1, 4, 5, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[69, 74, 74, 73, 74, 76], [76, 77, 81, 79, 77, 76, 73, 74], [69, 74, 74, 73, 74, 76], [76, 77, 76, 74, 72, 74, 72, 70, 69, 70, 72, 69], [69, 74, 74, 73, 74, 76], [76, 77, 81, 79, 77, 76, 73, 74], [74, 77, 81, 77, 72, 76, 79, 76, 74, 77, 81, 77], [81, 79, 76, 73, 74], [76, 74, 76, 77, 79, 81, 81], [81, 79, 81, 82, 81, 79, 81], [76, 77, 77, 79, 79, 81], [81, 77, 76, 77, 74], [69, 74, 74, 73, 74, 76], [76, 77, 81, 79, 77, 76, 73, 74], [74, 77, 81, 77, 72, 76, 79, 76, 74, 77, 81, 77], [81, 79, 76, 73, 74, 62]]"
./abc/Polska_från_Tuna_466e69.abc,"[[1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 3, 4, 4, 6, 7, 8, 9, 10, 11], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12]]","[[74, 77, 74, 76, 79, 76, 77, 76, 77, 79], [81, 82, 81, 79, 81, 81, 76, 74, 73, 71, 69], [74, 77, 74, 76, 79, 76, 77, 76, 77, 79], [81, 79, 76, 73, 73, 74, 74], [74, 81, 81, 79, 77, 76], [77, 76, 77, 79, 77, 76, 77, 77, 76], [74, 81, 79, 77, 76], [77, 76, 77, 79, 77, 76, 77, 77, 76], [77, 77, 79, 77, 76, 77, 74], [74, 74, 76, 74, 73, 71, 69], [81, 82, 81, 79, 81, 79, 77, 76, 77, 79]]"
./abc/Polonesse_in_G_Dur_no_15_ur_Anders_Larssons_notbok_7fa231.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[67, 71, 74, 79, 74, 72, 71, 69, 67], [62, 66, 69, 72, 69, 72, 71, 69, 67], [67, 71, 74, 79, 74, 72, 71, 69, 67], [71, 74, 69, 66, 67, 55], [67, 71, 71, 69, 71, 72, 71, 69], [67, 76, 78, 76, 78, 79], [67, 71, 71, 69, 71, 72, 71, 69], [67, 76, 78, 76, 78, 79], [62, 76, 76, 74, 78, 78, 76, 79], [78, 81, 76, 73, 74, 62], [74, 71, 67, 71, 74, 77], [76, 72, 67, 64, 60], [76, 73, 69, 72, 76, 79], [78, 74, 71, 67, 62], [79, 76, 78, 79, 71, 69, 67], [69, 71, 72, 69, 71, 72, 69, 71], [71, 69, 71, 72, 69, 76, 74, 72], [71, 74, 69, 66, 67, 55]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_119_5faa95.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[69, 71, 73, 74, 76, 74, 73, 71, 69, 68, 66, 64], [62, 81, 80, 78, 80, 76], [74, 73, 74, 76, 78, 79, 78, 76, 74, 76, 74, 73], [71, 73, 71, 69, 68, 66, 68, 64], [69, 71, 73, 74, 76, 74, 73, 71, 69, 68, 66, 64], [62, 81, 80, 78, 80, 76], [76, 81, 80, 81, 80, 78, 76, 74, 73, 71, 69], [73, 71, 69, 68, 69, 57], [76, 74, 73, 74, 76, 74, 73, 74, 76], [74, 73, 71, 73, 74, 73, 71, 73, 74], [81, 80, 78, 80, 81, 83], [80, 78, 80, 76, 64], [80, 83, 80, 76, 80, 83, 80, 76, 80, 83, 80, 76], [78, 81, 78, 76, 78, 81, 78, 76, 78, 81, 78, 76], [80, 83, 80, 76, 80, 83, 80, 76, 80, 83, 80, 76], [78, 81, 78, 76, 78, 81, 78, 76, 78, 81, 78, 76], [76, 81, 80, 81, 80, 78, 76, 74, 73, 71, 69], [73, 71, 69, 68, 69, 57]]"
./abc/Polonäs_ur_Lars_Larssons_notbok_i_Cm_fd7499.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[79, 77, 79, 75, 74, 75, 70, 68, 70], [67, 65, 67, 63, 62, 63, 60, 55, 60], [55, 60, 58, 60, 63, 60, 58, 60, 63], [67, 65, 67, 69, 67, 62, 58, 55], [79, 74, 75, 77, 74, 70, 72], [75, 74, 72, 70, 72, 60], [75, 75, 74, 75, 74, 67, 65], [68, 72, 70, 72, 74, 72, 70, 72, 79, 72, 70, 72], [75, 75, 77, 77, 77, 75, 74, 72], [72, 70, 72, 74, 70, 74, 70, 67], [67, 75, 67, 65, 74, 65, 63, 72, 63], [62, 72, 74, 75, 74, 75, 77, 79], [79, 74, 75, 77, 74, 70, 72], [75, 74, 72, 70, 72, 60]]"
./abc/Polonäs_efter_Gustaf_Weslien_6a4e6f.abc,"[[1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9, 9]]","[[72, 74, 76, 77, 79, 81, 72], [72, 74, 72, 70, 72, 70, 69], [67, 70, 74, 79, 82, 81], [79, 81, 79, 77, 76, 77, 79, 76, 72], [72, 74, 76, 77, 79, 81, 72], [72, 74, 72, 70, 72, 70, 69], [67, 70, 74, 79, 82, 81, 79, 77], [76, 77, 79, 81, 79, 77], [72, 72, 74, 72, 70, 69, 70, 69, 67], [65, 67, 65, 64, 62, 64, 62, 60, 58], [74, 74, 75, 74, 72, 70, 72, 70, 69], [67, 69, 67, 65, 64, 65, 64, 62, 60], [72, 74, 76, 77, 79, 81, 82, 81, 79, 77], [76, 77, 79, 76, 79, 76, 77]]"
./abc/Polska_ur_kantor_P_A_Isséns_samling_0514fe.abc,"[[1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9]]","[[67, 72, 72, 72, 76, 79, 76, 72], [71, 74, 71, 67, 71, 74, 71, 67, 71, 74, 71, 67], [67, 72, 72, 72, 76, 79, 76, 72], [71, 74, 71, 67, 69, 72, 69, 66, 67], [67, 79, 79, 79, 76, 79, 76, 72], [72, 74, 74, 74, 71, 74, 71, 67], [67, 79, 79, 79, 76, 79, 76, 72], [72, 74, 74, 74, 71, 74, 71, 67], [67, 67, 72, 72, 76, 79], [79, 81, 79, 77, 77, 74, 72]]"
./abc/_Segebadens_polska_4bf5af.abc,"[[1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[58, 70, 69, 70, 58, 60, 70], [62, 70, 69, 70, 62, 63, 79], [77, 79, 81, 82, 77, 79, 77, 75, 74, 72, 70], [70, 69, 70, 74, 72, 70, 69, 67, 65, 62, 63, 60], [58, 70, 69, 70, 58, 60, 70], [62, 70, 69, 70, 62, 63, 79], [77, 79, 81, 82, 77, 79, 77, 75, 74, 72, 70], [70, 69, 70, 74, 72, 70], [65, 77, 76, 77, 65, 67, 77], [69, 77, 76, 77, 69, 70, 82], [81, 84, 76, 77, 81, 72, 74, 82], [81, 79, 77, 76, 77, 77], [77, 79, 80, 79, 81, 77, 75, 74], [75, 74, 75, 77, 75, 70, 67, 63], [75, 79, 77, 79, 75, 72, 69], [70, 69, 70, 74, 72, 70, 69, 67, 65, 63, 62, 60], [58, 70, 69, 70, 58, 60, 70], [62, 70, 69, 70, 62, 63, 79], [77, 79, 81, 82, 77, 79, 77, 75, 74, 72, 70], [70, 69, 70, 74, 72, 70]]"
./abc/Polonäs_a1d1a8.abc,"[[1, 3, 5, 7, 9, 11], [1, 1, 3, 4, 5, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 1, 3, 4, 5, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 1, 3, 4, 5, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[70, 82, 82, 81, 81, 79], [81, 79, 77, 79, 77, 74], [75, 74, 75, 77, 79, 75, 72, 69], [70, 69, 70, 74, 72, 70, 69, 67, 65, 63, 62, 60], [58, 82, 82, 81, 81, 79], [81, 79, 82, 79, 77, 74], [75, 74, 75, 77, 79, 75, 74, 77], [77, 75, 72, 69, 72, 70], [70, 74, 74, 72, 70, 72, 72], [72, 75, 75, 74, 72, 74, 74], [74, 77, 77, 75, 74, 75, 75], [75, 79, 79, 77, 79, 77], [70, 82, 82, 81, 81, 79], [81, 79, 82, 79, 77, 74], [75, 74, 75, 77, 79, 75, 74, 77], [77, 75, 72, 69, 72, 70]]"
./abc/Polska_efter_Petter_Ola_ed899c.abc,"[[1, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 4, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 5]]","[[76, 74, 72], [76, 79, 79, 81, 79, 77, 77, 77, 76], [76, 72, 72, 72, 74, 74, 74, 76, 72], [74, 72, 71, 69, 68, 69, 69], [69, 72, 72, 74, 72, 71, 69, 68, 67], [68, 71, 71, 74, 72, 71, 72, 69, 69], [69, 72, 72, 74, 72, 71, 69, 68, 67], [68, 71, 71, 74, 72, 71, 72, 69], [76, 74, 72], [76, 79, 79, 81, 79, 77, 77, 77, 76], [76, 72, 72, 72, 74, 74, 74, 76, 72], [74, 72, 71, 69, 68, 69, 69], [69, 68, 69, 71, 72, 69], [72, 71, 69, 71, 64], [60, 59, 57, 56, 57, 59], [60, 64, 62, 65, 64, 68], [69, 68, 69, 71, 72, 69], [72, 71, 69, 71, 64], [64, 68, 71, 74, 72, 71], [69, 81]]"
./abc/_Polska_efter_systrarna_Forsströmsson_db7591.abc,"[[1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 4, 5, 7, 9, 11], [1, 4, 5, 7, 9, 11], [1, 4, 5, 7, 9, 11], [1, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9]]","[[76, 76, 77, 76, 74, 76, 74, 72, 71], [72, 74, 76, 77, 79, 81, 79, 77, 77, 76], [76, 76, 77, 76, 74, 76, 74, 72, 71], [72, 74, 76, 77, 79, 81, 79, 77, 77, 76], [69, 71, 72, 71, 72, 74, 76, 76, 74], [72, 71, 69, 68, 67, 69, 69], [72, 72, 69, 72, 69, 72], [71, 71, 68, 71, 67, 71], [72, 72, 69, 72, 69, 72], [71, 71, 68, 71, 67, 71], [69, 68, 69, 71, 72, 71, 72, 74, 76], [81, 81, 80, 83, 83, 79, 76], [81, 81, 80, 83, 79, 83, 79, 76, 77, 76, 74], [72, 71, 69, 68, 67, 69, 69]]"
./abc/Polska_från_Vrigstad_c46508.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 10, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5, 7, 9]]","[[74, 73, 74, 73, 74, 73, 74, 73, 74, 73, 74, 76], [78, 78, 76, 74, 74, 73, 71], [71, 69, 71, 69, 71, 69, 71, 69, 71, 69, 71, 73], [74, 74, 73, 71, 71, 69, 67], [64, 67, 71, 76, 78, 79, 76], [76, 74, 74, 73, 76, 74], [78, 79, 76, 78, 74, 74, 76], [78, 76, 78, 79, 79, 76], [78, 79, 76, 78, 74, 74, 76, 78], [79, 78, 76, 74, 73, 74, 74]]"
./abc/Polonäs_i_F_efter_Jean_E_Blomgren_7f81ba.abc,"[[1, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5, 9], [1, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[65, 69, 72], [77, 77, 81, 79, 77, 76, 79, 77], [74, 74, 77, 76, 77, 79, 77, 76, 74], [72, 72, 74, 72, 70, 69, 70, 72, 70, 69, 70], [74, 74, 77, 76, 77, 79, 77, 76, 74], [72, 72, 74, 72, 70, 69, 70, 72, 70, 69, 70], [67, 82, 82, 79, 76, 72, 77, 72], [74, 70, 69, 67, 67, 65], [60, 64, 65, 67, 64, 72, 67], [67, 77, 76, 74, 72, 71, 72], [69, 65, 69, 72, 77, 81, 72, 75], [74, 70, 69, 67, 67, 65], [84, 81, 82, 84, 81], [77, 65, 65, 69, 65, 60], [82, 79, 79, 81, 82, 79], [72, 72, 82, 81, 79, 77, 76, 74, 72], [74, 74, 77, 76, 77, 79, 77, 76, 74], [72, 72, 74, 72, 70, 69, 70, 72, 70, 69, 70], [74, 74, 77, 76, 77, 79, 77, 76, 74], [72, 72, 74, 72, 70, 69, 70, 72, 70, 69, 70], [67, 82, 82, 79, 76, 72, 77, 72], [74, 70, 69, 67, 67, 65]]"
./abc/Pollonesse_183259_eca7f2.abc,"[[1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 7, 9], [1, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5]]","[[67, 71, 71, 69, 66, 69, 69, 67], [71, 74, 74, 72, 69, 72, 72, 71], [74, 71, 74, 79, 76, 72, 76, 79, 78, 74, 78, 81], [79, 78, 79, 76, 72, 71, 72, 71, 69, 67], [67, 71, 71, 74, 74, 71, 74], [74, 72, 69, 72, 72, 71, 71, 69, 71], [72, 69, 72, 71, 67, 71, 69, 66, 69], [67, 64, 64, 62, 62], [67, 71, 71, 74, 74, 71, 74], [74, 72, 69, 72, 72, 71, 71, 69, 71], [72, 69, 72, 71, 67, 71, 69, 66, 69], [69, 67, 67]]"
./abc/_Polonesse_in_G_Dur_no_24_ur_Anders_Larssons_notbok_4dea52.abc,"[[1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9]]","[[79, 78, 76, 74, 74], [76, 74, 72, 71, 71], [69, 72, 71, 76, 67], [66, 64, 66, 62], [62, 67, 71], [67, 71, 74, 72, 69, 72, 71], [62, 67, 71], [67, 71, 74, 72, 69, 72, 71], [79, 74, 71, 76, 72, 69, 74, 71, 67], [69, 67, 66, 67], [71, 67, 67, 71, 71, 72, 74], [69, 66, 66, 69, 69, 72, 74], [76, 78, 79, 81, 83, 74], [73, 71, 72, 69], [69, 74, 78], [74, 78, 81, 79, 76, 79, 78], [69, 74, 78], [74, 78, 81, 79, 76, 79, 78], [83, 79, 76, 81, 78, 74, 79, 76, 73], [76, 74, 73, 74, 74]]"
./abc/Pollonesse_183254_460e7c.abc,"[[1, 2, 3, 4, 5, 9], [1, 4, 5, 8, 9, 12], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 4, 5, 8, 9, 12], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 4, 5, 8, 9, 12], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[69, 73, 76, 78, 74, 73], [69, 78, 74, 76, 73, 74], [76, 81, 78, 76, 74, 73, 69], [73, 69, 71, 68, 69, 68, 69, 71, 73, 69, 71, 68], [69, 73, 76, 78, 74, 73], [69, 78, 74, 76, 73, 74], [76, 81, 78, 76, 74, 73, 69], [73, 71, 69, 68, 71, 69], [69, 69, 71, 73, 73, 69, 71, 68, 71, 68], [69, 69, 71, 73, 69, 71, 68, 68, 69], [69, 69, 71, 73, 73, 69, 71, 68, 71, 68], [69, 69, 71, 73, 69, 71, 68, 68, 69], [69, 73, 76, 78, 74, 73], [69, 78, 74, 76, 73, 74], [76, 81, 78, 76, 74, 73, 69], [73, 71, 69, 68, 71, 69]]"
